submission_date;state;tot_cases;conf_cases;prob_cases;new_case;pnew_case;tot_death;conf_death;prob_death;new_death;pnew_death;created_at;consent_cases;consent_deaths
02/09/2020;FSM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
11/25/2020;OR;68,503;66,783;1,720;1,170;0;867;852;15;20;0;11/26/2020 02:44:21 PM;Agree;Agree
11/14/2020;FSM;0;0;0;0;0;0;0;0;0;0;11/15/2020 03:12:13 PM;Agree;Agree
05/08/2020;FSM;0;0;0;0;0;0;0;0;0;0;05/09/2020 09:26:08 PM;Agree;Agree
06/24/2020;OR;7,444;7,185;259;170;3;195;193;2;3;0;06/25/2020 02:07:27 PM;Agree;Agree
07/16/2020;DC;11,076;;;50;0;574;;;3;0;07/17/2020 02:31:01 PM;;
09/23/2020;SC;144,950;139,850;5,100;855;82;3,397;;;14;0;09/23/2020 12:00:00 AM;Agree;Not agree
02/11/2020;LA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Agree
04/02/2020;NJ;25,590;;;3,335;;537;;;182;;04/01/2020 04:22:39 PM;Agree;Agree
02/17/2020;MN;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Agree
03/17/2020;OR;65;;;18;;1;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
03/16/2020;OR;47;;;8;;1;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
03/27/2020;RI;258;;;35;;3;;;2;;03/26/2020 04:22:39 PM;Not agree;N/A
02/21/2020;RI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;N/A
12/10/2020;MN;367,218;;;3,499;280;4,257;4,096;161;89;4;12/11/2020 03:06:51 PM;N/A;Agree
07/16/2020;MN;45,013;;;666;0;1,573;1,533;40;9;2;07/17/2020 02:31:01 PM;N/A;Agree
06/29/2021;VA;680,340;529,535;150,805;275;111;11,415;9,635;1,780;3;0;06/30/2021 02:11:39 PM;Agree;Agree
12/29/2020;VA;344,345;289,732;54,613;4,048;1,532;4,984;4,394;590;64;10;12/30/2020 02:56:20 PM;Agree;Agree
11/17/2020;MN;236,949;;;5,931;176;2,999;2,898;101;26;1;11/18/2020 02:57:46 PM;N/A;Agree
10/11/2020;VA;159,570;150,321;9,249;854;164;3,361;3,122;239;3;1;10/12/2020 02:07:08 PM;Agree;Agree
03/19/2020;DC;71;;;32;;0;;;0;;03/26/2020 04:22:39 PM;;
06/27/2021;SC;596,796;492,752;104,044;129;54;9,841;;;6;0;06/27/2021 12:00:00 AM;Agree;Not agree
09/12/2020;MN;84,311;;;1,595;0;1,971;1,919;52;22;0;09/13/2020 04:17:15 PM;N/A;Agree
07/06/2020;SC;48,861;48,606;255;933;10;945;;;19;0;07/06/2020 12:00:00 AM;Agree;Not agree
07/01/2021;OR;208,834;208,834;0;197;0;2,778;2,778;0;4;0;07/02/2021 01:55:07 PM;Agree;Agree
04/15/2020;SC;4,043;4,043;0;268;0;146;;;9;0;04/15/2020 12:00:00 AM;Agree;Not agree
06/30/2021;DC;49,355;;;8;0;1,141;;;0;0;07/01/2021 02:29:33 PM;;
09/12/2020;SC;135,965;131,790;4,175;601;58;3,193;;;15;2;09/12/2020 12:00:00 AM;Agree;Not agree
02/08/2020;RI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;N/A
03/04/2020;NJ;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/13/2020;MN;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;Agree
01/25/2020;VA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
09/01/2020;OR;26,946;25,639;1,307;233;28;465;453;12;6;1;09/02/2020 01:49:48 PM;Agree;Agree
06/30/2020;SC;39,316;39,129;187;1,637;17;826;;;23;1;06/30/2020 12:00:00 AM;Agree;Not agree
06/21/2020;VA;58,465;55,949;2,516;471;26;1,620;1,517;103;9;0;06/22/2020 03:24:02 PM;Agree;Agree
01/30/2020;VA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
05/12/2020;LA;32,116;;;235;0;2,347;2,281;66;39;0;05/13/2020 03:26:08 PM;Not agree;Agree
12/21/2020;OR;103,755;102,035;1,720;825;0;1,347;1,332;15;6;0;12/22/2020 02:35:48 PM;Agree;Agree
01/30/2021;NJ;692,543;619,732;72,811;5,274;744;21,491;19,362;2,129;108;0;01/31/2021 02:48:12 PM;Agree;Agree
01/29/2021;DC;36,414;;;282;0;907;;;5;0;01/30/2021 02:43:11 PM;;
02/06/2020;LA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Agree
07/31/2020;FSM;0;0;0;0;0;0;0;0;0;0;08/01/2020 02:38:12 PM;Agree;Agree
05/24/2021;LA;468,402;;;197;76;10,535;9,562;973;13;5;05/25/2021 02:17:06 PM;Not agree;Agree
09/19/2020;LA;161,322;;;0;0;5,340;5,172;168;0;0;09/20/2020 01:53:10 PM;Not agree;Agree
05/31/2020;DC;8,801;;;84;0;466;;;4;0;06/01/2020 02:17:42 PM;;
05/17/2021;AZ;873,446;808,758;64,688;468;59;17,466;15,527;1,939;0;0;05/18/2021 02:26:44 PM;Agree;Agree
07/09/2020;FSM;0;0;0;0;0;0;0;0;0;0;07/10/2020 03:35:06 PM;Agree;Agree
03/08/2020;VA;2;;;2;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
11/17/2020;OR;58,570;56,850;1,720;924;0;778;763;15;13;0;11/18/2020 02:57:46 PM;Agree;Agree
07/15/2020;LA;84,131;;;2,089;0;3,461;3,351;110;16;2;07/16/2020 02:22:21 PM;Not agree;Agree
08/14/2020;SC;109,444;107,487;1,957;1,219;77;2,408;;;32;2;08/14/2020 12:00:00 AM;Agree;Not agree
06/19/2021;AZ;889,263;821,775;67,488;463;70;17,831;15,881;1,950;11;1;06/18/2021 01:48:26 PM;Agree;Agree
05/27/2021;OR;200,210;200,210;0;426;0;2,660;2,660;0;21;0;05/28/2021 01:29:21 PM;Agree;Agree
09/14/2020;AZ;208,822;206,872;1,950;214;49;5,322;5,049;273;0;0;09/15/2020 02:03:59 PM;Agree;Agree
11/08/2020;SC;188,253;177,229;11,024;642;46;4,149;;;14;1;11/08/2020 12:00:00 AM;Agree;Not agree
01/16/2021;MN;445,047;;;1,485;152;5,955;5,673;282;37;1;01/17/2021 03:43:14 PM;N/A;Agree
03/21/2020;DC;98;;;21;;1;;;0;;03/26/2020 04:22:39 PM;;
07/04/2020;AZ;94,578;94,110;468;2,696;6;1,805;1,690;115;17;0;07/05/2020 03:00:14 PM;Agree;Agree
04/21/2021;VA;650,982;506,221;144,761;1,374;572;10,654;8,942;1,712;14;3;04/22/2021 01:56:30 PM;Agree;Agree
02/05/2021;FSM;1;1;0;0;0;0;0;0;0;0;02/06/2021 04:05:17 PM;Agree;Agree
01/26/2021;FSM;1;1;0;0;0;0;0;0;0;0;01/27/2021 02:53:24 PM;Agree;Agree
06/02/2021;VA;676,041;526,049;149,992;258;105;11,216;9,464;1,752;10;3;06/03/2021 03:22:54 PM;Agree;Agree
06/25/2020;AZ;63,046;62,650;396;4,844;8;1,490;1,393;97;27;0;06/26/2020 07:18:27 PM;Agree;Agree
05/03/2020;RI;9,719;;;174;0;423;;;21;0;05/04/2020 10:49:24 PM;Not agree;N/A
01/25/2021;AZ;728,322;683,743;44,579;5,324;480;12,239;10,942;1,297;1;0;01/26/2021 02:46:01 PM;Agree;Agree
04/25/2021;SC;575,995;479,573;96,422;437;120;9,522;;;10;0;04/25/2021 12:00:00 AM;Agree;Not agree
05/18/2021;AZ;874,065;809,286;64,779;619;91;17,480;15,544;1,936;14;-3;05/19/2021 02:37:49 PM;Agree;Agree
07/27/2020;SC;86,524;85,523;1,001;1,642;61;1,707;;;42;0;07/27/2020 12:00:00 AM;Agree;Not agree
04/19/2020;AZ;4,929;4,929;0;210;0;184;184;0;7;0;04/19/2020 04:22:39 PM;Agree;Agree
03/08/2021;AZ;827,862;771,249;56,613;783;94;16,328;14,403;1,925;0;0;03/09/2021 02:47:41 PM;Agree;Agree
06/07/2020;RI;15,558;;;49;0;886;;;4;0;06/08/2020 02:55:08 PM;Not agree;N/A
05/03/2021;RI;148,748;;;112;0;2,680;;;2;0;05/04/2021 12:00:00 AM;Not agree;N/A
04/27/2021;FSM;1;1;0;0;0;0;0;0;0;0;04/28/2021 03:20:12 PM;Agree;Agree
12/01/2020;OR;76,654;74,934;1,720;1,223;0;936;921;15;24;0;12/02/2020 03:48:48 PM;Agree;Agree
08/03/2020;FSM;0;0;0;0;0;0;0;0;0;0;08/04/2020 02:09:35 PM;Agree;Agree
03/16/2021;OR;160,050;160,050;0;262;0;2,346;2,346;0;22;0;03/17/2021 02:24:24 PM;Agree;Agree
11/07/2020;NJ;268,543;;;3,683;481;16,425;14,625;1,800;9;0;11/07/2020 12:00:00 AM;Not agree;Agree
02/19/2021;FSM;1;1;0;0;0;0;0;0;0;0;02/20/2021 02:45:37 PM;Agree;Agree
03/29/2020;RI;428;;;104;;6;;;2;;03/28/2020 04:22:39 PM;Not agree;N/A
02/04/2021;MN;465,176;;;1,410;218;6,319;5,997;322;17;0;02/05/2021 02:54:41 PM;N/A;Agree
02/22/2020;FSM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
06/01/2021;SC;592,174;489,760;102,414;212;80;9,764;;;4;1;06/01/2021 12:00:00 AM;Agree;Not agree
06/13/2020;AZ;34,462;34,150;312;1,541;-4;1,183;1,116;67;39;0;06/14/2020 02:19:43 PM;Agree;Agree
05/23/2020;FSM;0;0;0;0;0;0;0;0;0;0;05/24/2020 02:15:55 PM;Agree;Agree
10/01/2020;VA;149,687;141,850;7,837;966;106;3,250;3,037;213;22;0;10/02/2020 01:40:08 PM;Agree;Agree
11/27/2020;VA;233,618;208,170;25,448;3,173;636;4,054;3,715;339;10;-1;11/28/2020 02:46:47 PM;Agree;Agree
01/15/2021;MN;443,562;;;1,627;226;5,918;5,637;281;33;2;01/16/2021 02:46:10 PM;N/A;Agree
04/23/2020;NJ;99,989;99,989;0;4,124;0;5,368;5,368;0;305;0;05/25/2020 03:38:40 PM;Agree;Agree
06/02/2021;SC;592,556;489,970;102,586;382;172;9,766;;;2;0;06/02/2021 12:00:00 AM;Agree;Not agree
02/22/2021;MN;479,591;;;555;66;6,501;6,163;338;1;0;02/23/2021 02:51:13 PM;N/A;Agree
05/11/2020;NJ;140,037;;;1,428;15;9,310;9,310;0;55;0;05/11/2020 12:00:00 AM;Not agree;Agree
02/08/2021;DC;38,136;;;101;0;956;;;4;0;02/09/2021 03:24:29 PM;;
06/01/2020;LA;40,452;;;536;111;2,801;2,690;111;10;6;06/02/2020 02:16:17 PM;Not agree;Agree
05/20/2021;AZ;875,195;810,199;64,996;590;80;17,509;15,567;1,942;12;2;05/21/2021 02:08:46 PM;Agree;Agree
06/29/2021;RI;152,582;;;15;0;2,729;;;1;0;07/01/2021 12:00:00 AM;Not agree;N/A
08/26/2020;MN;72,390;;;1,154;0;1,855;1,806;49;13;0;08/27/2020 01:42:08 PM;N/A;Agree
08/28/2020;NJ;194,384;;;403;45;15,930;14,150;1,780;9;0;08/28/2020 12:00:00 AM;Not agree;Agree
02/17/2020;OR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
05/24/2020;OR;3,927;3,842;85;39;-4;148;148;0;1;0;05/25/2020 02:12:49 PM;Agree;Agree
05/28/2020;RI;14,588;;;127;0;800;;;8;0;05/29/2020 02:19:55 PM;Not agree;N/A
02/11/2020;AZ;1;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
07/26/2020;MN;51,803;;;1,512;0;1,616;1,576;40;5;0;07/27/2020 02:16:42 PM;N/A;Agree
08/10/2020;SC;105,231;103,511;1,720;1,067;31;2,271;;;34;6;08/10/2020 12:00:00 AM;Agree;Not agree
01/26/2021;LA;388,562;;;2,620;616;8,621;8,090;531;31;5;01/27/2021 02:53:24 PM;Not agree;Agree
04/09/2020;FSM;0;;;0;;0;;;0;;04/08/2020 04:22:39 PM;Agree;Agree
06/24/2020;FSM;0;0;0;0;0;0;0;0;0;0;06/25/2020 02:07:27 PM;Agree;Agree
03/21/2021;FSM;1;1;0;0;0;0;0;0;0;0;03/22/2021 01:57:09 PM;Agree;Agree
08/26/2020;NJ;193,632;;;337;52;15,914;14,134;1,780;-39;-49;08/26/2020 12:00:00 AM;Not agree;Agree
10/19/2020;SC;167,089;159,115;7,974;946;141;3,816;;;21;3;10/19/2020 12:00:00 AM;Agree;Not agree
07/01/2021;DC;49,362;;;7;0;1,141;;;0;0;07/02/2021 01:55:07 PM;;
02/26/2021;LA;428,592;;;903;219;9,587;8,906;681;26;5;02/27/2021 02:51:23 PM;Not agree;Agree
05/28/2021;OR;200,632;200,632;0;422;0;2,665;2,665;0;5;0;05/29/2021 01:33:02 PM;Agree;Agree
03/03/2020;DC;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
11/21/2020;RI;50,221;;;743;0;1,332;;;10;0;11/22/2020 03:02:23 PM;Not agree;N/A
06/19/2020;NJ;169,213;;;418;29;12,835;12,835;0;35;0;06/19/2020 12:00:00 AM;Not agree;Agree
04/15/2020;VA;6,889;;;389;;208;;;13;;04/15/2020 04:22:39 PM;Agree;Agree
01/25/2021;FSM;1;1;0;0;0;0;0;0;0;0;01/26/2021 02:46:01 PM;Agree;Agree
03/30/2021;MN;517,881;;;1,273;266;6,914;6,461;453;1;0;03/31/2021 02:08:03 PM;N/A;Agree
12/07/2020;VA;262,730;229,553;33,177;3,860;733;4,260;3,875;385;52;6;12/08/2020 02:59:49 PM;Agree;Agree
02/06/2020;DC;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
12/14/2020;MN;381,841;;;3,018;210;4,521;4,350;171;18;2;12/15/2020 02:39:02 PM;N/A;Agree
07/25/2020;RI;18,482;;;105;0;1,021;;;3;0;07/26/2020 03:17:16 PM;Not agree;N/A
02/06/2020;VA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
05/06/2020;VA;20,256;19,357;899;0;0;713;690;23;0;0;05/07/2020 10:59:02 PM;Agree;Agree
02/01/2020;RI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;N/A
03/12/2021;LA;436,482;;;547;98;9,861;9,122;739;33;5;03/13/2021 03:19:19 PM;Not agree;Agree
05/07/2021;DC;48,136;;;56;0;1,110;;;0;0;05/08/2021 01:45:22 PM;;
05/23/2021;VA;673,105;523,822;149,283;76;-27;11,116;9,383;1,733;10;0;05/24/2021 01:46:58 PM;Agree;Agree
09/26/2020;MN;95,659;;;0;0;2,056;2,004;52;0;0;09/27/2020 01:39:49 PM;N/A;Agree
03/25/2020;NJ;4,402;;;727;;62;;;18;;03/26/2020 04:22:39 PM;Agree;Agree
04/07/2020;SC;2,651;2,651;0;139;0;82;;;12;0;04/07/2020 12:00:00 AM;Agree;Not agree
04/19/2020;SC;4,569;4,569;0;66;0;172;;;6;0;04/19/2020 12:00:00 AM;Agree;Not agree
05/18/2020;MN;17,029;;;657;0;757;748;9;18;1;05/19/2020 03:45:23 PM;N/A;Agree
04/23/2021;MN;564,584;;;2,164;370;7,142;6,677;465;10;0;04/24/2021 02:22:34 PM;N/A;Agree
09/25/2020;OR;32,314;30,765;1,549;449;0;542;529;13;3;0;09/26/2020 01:46:07 PM;Agree;Agree
03/10/2020;LA;1;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Agree
05/18/2021;VA;671,325;522,588;148,737;491;265;11,048;9,323;1,725;6;2;05/19/2021 02:37:49 PM;Agree;Agree
04/21/2021;SC;573,461;477,901;95,560;965;332;9,474;;;13;1;04/21/2021 12:00:00 AM;Agree;Not agree
04/03/2020;FSM;0;;;0;;0;;;0;;04/03/2020 04:22:39 PM;Agree;Agree
05/13/2020;MN;12,917;;;0;0;638;638;0;-8;-8;05/14/2020 05:25:44 PM;N/A;Agree
04/03/2021;VA;625,148;488,041;137,107;1,267;333;10,329;8,674;1,655;42;2;04/04/2021 01:43:43 PM;Agree;Agree
11/11/2020;OR;52,770;51,050;1,720;861;0;742;727;15;5;0;11/12/2020 02:55:21 PM;Agree;Agree
05/02/2021;RI;148,636;;;178;0;2,678;;;4;0;05/03/2021 12:00:00 AM;Not agree;N/A
03/16/2020;NJ;178;;;80;;2;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
01/11/2021;LA;348,234;;;1,405;72;7,918;7,489;429;45;3;01/12/2021 02:48:35 PM;Not agree;Agree
06/11/2020;AZ;31,266;30,957;309;1,413;6;1,127;1,060;67;32;1;06/12/2020 02:17:59 PM;Agree;Agree
06/08/2021;RI;152,118;;;44;0;2,722;;;5;0;06/10/2021 12:00:00 AM;Not agree;N/A
05/23/2021;RI;151,412;;;42;0;2,705;;;0;0;05/24/2021 12:00:00 AM;Not agree;N/A
03/24/2021;DC;43,595;;;107;0;1,053;;;2;0;03/25/2021 02:25:23 PM;;
05/30/2021;LA;471,173;;;244;38;10,576;9,596;980;0;0;05/31/2021 01:43:43 PM;Not agree;Agree
12/22/2020;AZ;467,540;447,422;20,118;5,873;427;8,125;7,406;719;153;25;12/23/2020 02:36:58 PM;Agree;Agree
03/12/2021;FSM;1;1;0;0;0;0;0;0;0;0;03/13/2021 03:19:19 PM;Agree;Agree
01/28/2020;NJ;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
11/06/2020;AZ;254,951;248,517;6,434;1,999;134;6,109;5,714;395;22;15;11/07/2020 02:45:17 PM;Agree;Agree
02/15/2020;AZ;1;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
06/30/2021;FSM;1;1;0;0;0;0;0;0;0;0;07/01/2021 02:29:33 PM;Agree;Agree
05/02/2020;AZ;8,364;8,364;0;402;0;348;348;0;18;0;05/03/2020 03:36:03 PM;Agree;Agree
07/20/2020;NJ;178,782;;;241;61;15,715;13,741;1,974;9;0;07/20/2020 12:00:00 AM;Not agree;Agree
04/17/2021;VA;646,133;503,043;143,090;1,305;363;10,581;8,882;1,699;17;0;04/18/2021 01:41:35 PM;Agree;Agree
10/09/2020;OR;36,526;34,806;1,720;410;0;597;582;15;3;0;10/10/2020 01:30:17 PM;Agree;Agree
07/10/2021;AZ;900,636;831,278;69,358;807;142;18,029;16,057;1,972;20;4;07/12/2021 01:16:46 PM;Agree;Agree
03/09/2021;RI;129,611;;;402;0;2,567;;;2;0;03/10/2021 02:58:31 PM;Not agree;N/A
06/24/2021;VA;679,472;528,890;150,582;141;57;11,389;9,615;1,774;10;4;06/25/2021 03:01:46 PM;Agree;Agree
05/11/2021;MN;589,527;;;575;110;7,333;6,842;491;9;1;05/12/2021 02:33:56 PM;N/A;Agree
05/04/2021;FSM;1;1;0;0;0;0;0;0;0;0;05/05/2021 02:14:20 PM;Agree;Agree
04/15/2021;VA;643,220;500,926;142,294;1,594;343;10,549;8,853;1,696;20;3;04/16/2021 02:12:25 PM;Agree;Agree
08/06/2020;RI;19,704;;;113;0;1,034;;;0;0;08/07/2020 11:57:59 PM;Not agree;N/A
11/01/2020;SC;180,855;170,926;9,929;894;69;4,046;;;18;2;11/01/2020 12:00:00 AM;Agree;Not agree
05/28/2021;LA;470,685;;;354;105;10,576;9,596;980;6;2;05/29/2021 01:33:02 PM;Not agree;Agree
07/22/2020;MN;48,721;;;760;0;1,601;1,561;40;9;0;07/23/2020 02:48:19 PM;N/A;Agree
02/26/2020;LA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Agree
02/04/2021;SC;480,619;414,716;65,903;2,715;707;8,020;;;55;10;02/04/2021 12:00:00 AM;Agree;Not agree
09/29/2020;OR;33,291;31,678;1,613;297;9;555;541;14;8;0;09/30/2020 02:17:41 PM;Agree;Agree
12/17/2020;VA;299,389;256,999;42,390;3,296;1,019;4,599;4,164;435;46;8;12/18/2020 02:45:01 PM;Agree;Agree
10/02/2020;MN;101,366;;;1,166;0;2,112;2,059;53;10;0;10/03/2020 01:39:53 PM;N/A;Agree
11/05/2020;RI;36,540;;;681;0;1,235;;;4;0;11/06/2020 03:33:41 PM;Not agree;N/A
02/28/2020;VA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
12/19/2020;LA;282,434;;;0;0;6,994;6,664;330;0;0;12/20/2020 02:32:33 PM;Not agree;Agree
05/16/2020;LA;34,183;;;280;0;2,479;2,413;66;31;0;05/17/2020 03:27:46 PM;Not agree;Agree
07/13/2020;NJ;177,044;;;286;62;15,560;13,613;1,947;19;0;07/13/2020 12:00:00 AM;Not agree;Agree
04/21/2020;AZ;5,251;5,251;0;187;0;208;208;0;21;0;04/21/2020 04:22:39 PM;Agree;Agree
07/09/2021;FSM;5;5;0;0;0;0;0;0;0;0;07/10/2021 02:17:36 PM;Agree;Agree
06/05/2021;FSM;1;1;0;0;0;0;0;0;0;0;06/06/2021 01:36:52 PM;Agree;Agree
08/23/2020;SC;116,575;114,124;2,451;587;37;2,694;;;23;2;08/23/2020 12:00:00 AM;Agree;Not agree
02/26/2021;MN;482,978;;;1,147;150;6,530;6,191;339;12;0;02/27/2021 02:51:23 PM;N/A;Agree
01/10/2021;AZ;618,928;585,473;33,455;11,204;757;10,141;9,102;1,039;105;4;01/11/2021 03:01:02 PM;Agree;Agree
06/19/2020;MN;32,467;;;792;0;1,406;1,374;32;30;0;06/20/2020 02:15:45 PM;N/A;Agree
02/18/2021;SC;511,185;437,260;73,925;2,247;580;8,560;;;34;6;02/18/2021 12:00:00 AM;Agree;Not agree
08/04/2020;SC;98,087;96,635;1,452;1,294;56;2,043;;;44;2;08/04/2020 12:00:00 AM;Agree;Not agree
02/10/2020;VA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
06/09/2020;NJ;165,304;;;316;17;12,303;12,303;0;89;0;06/09/2020 12:00:00 AM;Not agree;Agree
06/28/2021;FSM;1;1;0;0;0;0;0;0;0;0;06/29/2021 02:25:53 PM;Agree;Agree
11/20/2020;RI;49,478;;;1,288;0;1,322;;;7;0;11/21/2020 02:59:41 PM;Not agree;N/A
06/15/2020;AZ;36,711;36,383;328;1,015;11;1,194;1,127;67;8;0;06/16/2020 02:10:11 PM;Agree;Agree
06/03/2021;MN;601,881;;;236;48;7,530;7,026;504;10;1;06/04/2021 02:56:57 PM;N/A;Agree
11/25/2020;RI;53,744;;;1,210;0;1,375;;;7;0;11/26/2020 02:44:21 PM;Not agree;N/A
01/31/2021;NJ;696,829;623,541;73,288;4,286;477;21,484;19,355;2,129;-7;0;02/01/2021 02:50:29 PM;Agree;Agree
10/03/2020;RI;25,462;;;140;0;1,131;;;2;0;10/04/2020 01:35:23 PM;Not agree;N/A
06/17/2021;VA;678,506;528,171;150,335;113;28;11,342;9,575;1,767;5;2;06/17/2021 12:00:00 AM;Agree;Agree
02/15/2020;FSM;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/14/2021;AZ;851,265;790,076;61,189;419;80;17,109;15,182;1,927;4;-1;04/15/2021 01:58:27 PM;Agree;Agree
10/26/2020;FSM;0;0;0;0;0;0;0;0;0;0;10/27/2020 01:47:53 PM;Agree;Agree
04/19/2020;MN;2,470;;;257;0;143;143;0;22;0;04/19/2020 04:22:39 PM;N/A;Agree
10/01/2020;SC;151,082;145,306;5,776;839;102;3,538;;;12;1;10/01/2020 12:00:00 AM;Agree;Not agree
06/03/2020;SC;13,630;13,630;0;431;0;548;;;12;0;06/03/2020 12:00:00 AM;Agree;Not agree
11/29/2020;LA;232,245;;;1,643;130;6,407;6,152;255;16;0;11/30/2020 02:51:40 PM;Not agree;Agree
06/28/2021;MN;605,218;;;81;22;7,680;7,167;513;5;1;06/29/2021 02:25:53 PM;N/A;Agree
06/05/2021;AZ;883,314;816,773;66,541;277;55;17,698;15,749;1,949;25;1;06/06/2021 01:36:52 PM;Agree;Agree
04/28/2021;AZ;860,772;797,934;62,838;603;108;17,282;15,353;1,929;6;2;04/29/2021 01:47:03 PM;Agree;Agree
11/14/2020;DC;18,814;;;148;0;658;;;1;0;11/15/2020 03:12:13 PM;;
04/06/2021;OR;167,658;167,658;0;530;0;2,427;2,427;0;33;0;04/07/2021 02:25:43 PM;Agree;Agree
01/23/2020;RI;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;N/A
02/10/2021;RI;120,450;;;454;0;2,457;;;11;0;02/11/2021 02:50:55 PM;Not agree;N/A
04/07/2021;SC;561,026;470,029;90,997;1,011;359;9,324;;;15;3;04/07/2021 12:00:00 AM;Agree;Not agree
06/24/2020;LA;52,477;;;882;0;3,152;3,039;113;18;0;06/25/2020 02:07:27 PM;Not agree;Agree
06/11/2020;OR;5,237;5,076;161;177;8;171;170;1;2;0;06/12/2020 02:17:59 PM;Agree;Agree
09/11/2020;OR;28,865;27,498;1,367;211;0;499;486;13;2;0;09/12/2020 02:12:43 PM;Agree;Agree
06/28/2021;LA;480,463;;;316;109;10,728;9,708;1,020;3;2;06/29/2021 02:25:53 PM;Not agree;Agree
07/09/2020;NJ;175,621;;;282;51;15,448;13,501;1,947;25;0;07/09/2020 12:00:00 AM;Not agree;Agree
10/17/2020;LA;177,726;;;0;0;5,727;5,527;200;0;0;10/18/2020 01:26:54 PM;Not agree;Agree
02/08/2020;DC;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
01/29/2020;OR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
07/11/2021;SC;600,282;494,875;105,407;251;87;9,860;;;0;0;07/11/2021 12:00:00 AM;Agree;Not agree
03/17/2021;MN;499,962;;;1,036;243;6,824;6,387;437;7;0;03/18/2021 02:01:55 PM;N/A;Agree
02/06/2021;MN;467,217;;;993;163;6,357;6,028;329;16;2;02/07/2021 02:46:31 PM;N/A;Agree
08/01/2020;AZ;177,075;177,075;0;3,013;0;3,747;3,747;0;53;0;08/02/2020 02:54:37 PM;Agree;Agree
12/06/2020;VA;258,870;226,426;32,444;3,817;770;4,208;3,829;379;8;1;12/07/2020 02:38:33 PM;Agree;Agree
04/12/2021;DC;45,903;;;73;0;1,084;;;3;0;04/13/2021 02:00:37 PM;;
09/21/2020;SC;143,214;138,318;4,896;910;72;3,367;;;19;1;09/21/2020 12:00:00 AM;Agree;Not agree
06/09/2020;VA;52,177;49,785;2,392;439;16;1,514;1,408;106;18;1;06/10/2020 08:56:25 PM;Agree;Agree
07/26/2020;RI;18,536;;;54;0;1,022;;;1;0;07/27/2020 02:16:42 PM;Not agree;N/A
02/06/2021;LA;409,861;;;0;0;9,076;8,482;594;0;0;02/07/2021 02:46:31 PM;Not agree;Agree
03/23/2020;AZ;253;;;101;;2;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/11/2021;VA;636,862;496,623;140,239;1,310;314;10,486;8,794;1,692;14;0;04/12/2021 01:39:29 PM;Agree;Agree
03/22/2020;SC;349;349;0;104;0;6;;;2;0;03/22/2020 12:00:00 AM;Agree;Not agree
01/20/2021;AZ;690,956;652,603;38,353;4,848;357;11,528;10,341;1,187;262;49;01/21/2021 02:44:32 PM;Agree;Agree
11/13/2020;FSM;0;0;0;0;0;0;0;0;0;0;11/14/2020 02:44:40 PM;Agree;Agree
02/11/2021;MN;470,803;;;898;110;6,411;6,081;330;24;0;02/12/2021 02:56:38 PM;N/A;Agree
02/20/2021;SC;514,178;439,485;74,693;1,068;265;8,616;;;19;1;02/20/2021 12:00:00 AM;Agree;Not agree
05/02/2021;DC;47,800;;;52;0;1,106;;;1;0;05/03/2021 01:58:14 PM;;
07/13/2021;DC;49,536;;;10;0;1,144;;;0;0;07/14/2021 02:14:34 PM;;
